image,id,nft_rank,rarity_score,img_url,is_one_of_one,color,face,head,clothes,hands,feet,background,trait_count,color,face,head,clothes,hands,feet,background,trait_count
,2656,5220,49.42,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2656,No,Brown,Fearless,Warpaint,Robe,Boots,Black Gloves,Green,4,3.8,3.1,7.7,13.6425648,5.3,6.9,5.0,4.0
,2657,1719,86.91,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2657,No,Pink,Fearless,Mohawk,Red Shorts,Bandages,Claws,Grey,4,43.7,3.1,7.1,6.430868167,7.4,11.0,4.2,4.0
,2658,6939,44.90,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2658,No,Brown,Angry,Warpaint,Red Shorts,Boots,Bandages,Green,4,3.8,5.1,7.7,6.430868167,5.3,7.6,5.0,4.0
,2659,8289,41.24,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2659,No,Grey,Fearless,Warpaint,Wrestling Trunks,Boots,None,Red,3,3.6,3.1,7.7,11.80637544,5.3,3.1,4.3,2.4
,2660,8143,41.63,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2660,No,Brown,Bored,Mohawk,Red Shorts,Claws,None,Red,3,3.8,6.6,7.1,6.430868167,7.9,3.1,4.3,2.4
,2661,8624,40.32,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2661,No,Grey,Angry,Mohawk,None,Bandages,None,Blue,2,3.6,5.1,7.1,4.27167877,7.4,3.1,6.0,3.8
,2662,5684,48.12,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2662,No,Grey,Laughing,None,None,None,Boxing Gloves,Red,1,3.6,6.0,2.8,4.27167877,4.0,6.9,4.3,16.2
,2663,4492,52.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2663,No,Brown,Laughing,None,None,Claws,None,Yellow,1,3.8,6.0,2.8,4.27167877,7.9,3.1,8.2,16.2
,2664,2992,62.78,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2664,No,Green,Fearless,Blue Mask,Kimono,Boots,None,Green,3,6.4,3.1,9.5,28.08988764,5.3,3.1,5.0,2.4
,2665,8676,40.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2665,No,Red,Fearless,Blue Mask,None,Bandages,None,Red,2,4.7,3.1,9.5,4.27167877,7.4,3.1,4.3,3.8
,2666,7265,44.05,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2666,No,Grey,Fearless,Warpaint,Wrestling Trunks,Bandages,None,Green,3,3.6,3.1,7.7,11.80637544,7.4,3.1,5.0,2.4
,2667,5986,47.26,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2667,No,Grey,Bored,Coconut,None,Boots,None,Green,2,3.6,6.6,15.6,4.27167877,5.3,3.1,5.0,3.8
,2668,9691,36.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2668,No,Brown,Fearless,None,Jeans,Bandages,Black Gloves,Green,3,3.8,3.1,2.8,4.894762604,7.4,6.9,5.0,2.4
,2669,1572,93.60,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2669,No,Brown,Laughing,Warpaint,Kimono,None,None,Pink,2,3.8,6.0,7.7,28.08988764,4.0,3.1,37.2,3.8
,2670,2199,74.67,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2670,No,Red,Amazed,None,Kimono,Sneakers,Bandages,Yellow,3,4.7,7.8,2.8,28.08988764,13.1,7.6,8.2,2.4
,2671,8497,40.66,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2671,No,Red,Bored,None,Diaper,Claws,Black Gloves,Grey,3,4.7,6.6,2.8,5.042864347,7.9,6.9,4.2,2.4
,2672,9659,36.52,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2672,No,Red,Fearless,None,Diaper,Claws,None,Blue,2,4.7,3.1,2.8,5.042864347,7.9,3.1,6.0,3.8
,2673,5934,47.40,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2673,No,Brown,Bored,Warpaint,None,Socks,Black Gloves,Yellow,3,3.8,6.6,7.7,4.27167877,7.5,6.9,8.2,2.4
,2674,9341,37.93,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2674,No,Grey,Fearless,None,None,Bandages,Black Gloves,Blue,2,3.6,3.1,2.8,4.27167877,7.4,6.9,6.0,3.8
,2675,9357,37.87,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2675,No,Brown,Fearless,Mohawk,Jeans,Socks,None,Blue,3,3.8,3.1,7.1,4.894762604,7.5,3.1,6.0,2.4
,2676,2260,73.21,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2676,No,Green,Amazed,Warpaint,Robe,Anklet,None,Grey,3,6.4,7.8,7.7,13.6425648,28.1,3.1,4.2,2.4
,2677,1836,83.74,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2677,No,Brown,Scared,Warpaint,Robe,Boots,Boxing Gloves,Green,4,3.8,37.5,7.7,13.6425648,5.3,6.9,5.0,4.0
,2678,5159,49.64,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2678,No,Brown,Angry,Band-Aid,Red Shorts,Socks,Boxing Gloves,Green,4,3.8,5.1,10.9,6.430868167,7.5,6.9,5.0,4.0
,2679,1597,92.35,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2679,No,Pink,Fearless,Red Mask,Robe,None,Bandages,Yellow,3,43.7,3.1,9.7,13.6425648,4.0,7.6,8.2,2.4
,2680,8952,39.33,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2680,No,Red,Angry,None,Jeans,Socks,Black Gloves,Green,3,4.7,5.1,2.8,4.894762604,7.5,6.9,5.0,2.4
,2681,1121,114.09,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2681,No,Grey,Laughing,Coconut,None,Socks,Nunchakus,Red,3,3.6,6.0,15.6,4.27167877,7.5,70.4,4.3,2.4
,2682,6759,45.34,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2682,No,Grey,Bored,Red Mask,Red Shorts,None,Bandages,Green,3,3.6,6.6,9.7,6.430868167,4.0,7.6,5.0,2.4
,2683,8227,41.41,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2683,No,Brown,Laughing,None,Diaper,None,Claws,Green,2,3.8,6.0,2.8,5.042864347,4.0,11.0,5.0,3.8
,2684,7119,44.39,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2684,No,Brown,Laughing,Warpaint,Red Shorts,Boots,Black Gloves,Red,4,3.8,6.0,7.7,6.430868167,5.3,6.9,4.3,4.0
,2685,6683,45.53,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2685,No,Grey,Angry,Mohawk,Jeans,Claws,Boxing Gloves,Blue,4,3.6,5.1,7.1,4.894762604,7.9,6.9,6.0,4.0
,2686,7403,43.67,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2686,No,Grey,Angry,Red Mask,Jeans,Boots,Black Gloves,Grey,4,3.6,5.1,9.7,4.894762604,5.3,6.9,4.2,4.0
,2687,7186,44.25,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2687,No,Brown,Angry,None,Robe,Boots,Black Gloves,Red,3,3.8,5.1,2.8,13.6425648,5.3,6.9,4.3,2.4
,2688,930,121.32,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2688,No,Grey,Amazed,None,Jeans,Rollers,Black Gloves,Yellow,3,3.6,7.8,2.8,4.894762604,84.7,6.9,8.2,2.4
,2689,1830,83.79,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2689,No,Brown,Amazed,Blue Mask,None,Claws,Claws,Pink,3,3.8,7.8,9.5,4.27167877,7.9,11.0,37.2,2.4
,2690,7409,43.64,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2690,No,Green,Bored,None,Jeans,None,Boxing Gloves,Yellow,2,6.4,6.6,2.8,4.894762604,4.0,6.9,8.2,3.8
,2691,1136,113.35,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2691,No,Grey,Angry,Blue Mask,Diaper,Socks,Nunchakus,Yellow,4,3.6,5.1,9.5,5.042864347,7.5,70.4,8.2,4.0
,2692,3075,61.91,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2692,No,Green,Angry,Warpaint,Jeans,Anklet,None,Red,3,6.4,5.1,7.7,4.894762604,28.1,3.1,4.3,2.4
,2693,3399,58.80,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2693,No,Grey,Fearless,Red Mask,Wrestling Trunks,Bandages,Claws,Yellow,4,3.6,3.1,9.7,11.80637544,7.4,11.0,8.2,4.0
,2694,3991,54.84,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2694,No,Green,Fearless,Band-Aid,Wrestling Trunks,Bandages,Black Gloves,Red,4,6.4,3.1,10.9,11.80637544,7.4,6.9,4.3,4.0
,2695,761,127.98,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2695,No,Red,Knocked Out,Mohawk,Diaper,Claws,None,Blue,3,4.7,91.7,7.1,5.042864347,7.9,3.1,6.0,2.4
,2696,6552,45.82,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2696,No,Grey,Fearless,Band-Aid,Jeans,Bandages,Boxing Gloves,Green,4,3.6,3.1,10.9,4.894762604,7.4,6.9,5.0,4.0
,2697,2682,66.88,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2697,No,Grey,Angry,None,None,None,Bracelets,Blue,1,3.6,5.1,2.8,4.27167877,4.0,24.8,6.0,16.2
,2698,8031,41.93,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2698,No,Brown,Angry,Band-Aid,Diaper,Bandages,None,Grey,3,3.8,5.1,10.9,5.042864347,7.4,3.1,4.2,2.4
,2699,8889,39.52,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2699,No,Grey,Fearless,Blue Mask,Diaper,None,Black Gloves,Green,3,3.6,3.1,9.5,5.042864347,4.0,6.9,5.0,2.4
,2700,4777,51.11,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2700,No,Blue,Fearless,None,Diaper,None,Bandages,Grey,2,20.5,3.1,2.8,5.042864347,4.0,7.6,4.2,3.8
,2701,7345,43.82,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2701,No,Grey,Fearless,None,Wrestling Trunks,Bandages,None,Yellow,2,3.6,3.1,2.8,11.80637544,7.4,3.1,8.2,3.8
,2702,2451,70.07,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2702,No,Brown,Scared,None,Jeans,Socks,Black Gloves,Red,3,3.8,37.5,2.8,4.894762604,7.5,6.9,4.3,2.4
,2703,5492,48.66,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2703,No,Green,Fearless,None,None,None,Bandages,Grey,1,6.4,3.1,2.8,4.27167877,4.0,7.6,4.2,16.2
,2704,4499,52.30,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2704,No,Green,Fearless,Red Mask,Red Shorts,Socks,Claws,Grey,4,6.4,3.1,9.7,6.430868167,7.5,11.0,4.2,4.0
,2705,4854,50.79,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2705,No,Red,Bored,Warpaint,Diaper,Bandages,Claws,Red,4,4.7,6.6,7.7,5.042864347,7.4,11.0,4.3,4.0
,2706,2525,69.01,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2706,No,Brown,Bored,Red Mask,Jeans,Anklet,Bandages,Red,4,3.8,6.6,9.7,4.894762604,28.1,7.6,4.3,4.0
,2707,2959,63.24,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2707,No,Red,Amazed,Mohawk,None,Claws,Bracelets,Red,3,4.7,7.8,7.1,4.27167877,7.9,24.8,4.3,2.4
,2708,4278,53.26,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2708,No,Grey,Amazed,Mohawk,Robe,Boots,Bandages,Red,4,3.6,7.8,7.1,13.6425648,5.3,7.6,4.3,4.0
,2709,2297,72.42,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2709,No,Grey,Fearless,Coconut,Diaper,Anklet,Boxing Gloves,Blue,4,3.6,3.1,15.6,5.042864347,28.1,6.9,6.0,4.0
,2710,8762,39.84,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2710,No,Grey,Fearless,Mohawk,Jeans,Socks,None,Yellow,3,3.6,3.1,7.1,4.894762604,7.5,3.1,8.2,2.4
,2711,1221,109.01,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2711,No,Grey,Bored,Blue Mask,Champion Belt,Claws,None,Green,3,3.6,6.6,9.5,70.92198582,7.9,3.1,5.0,2.4
,2712,5421,48.89,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2712,No,Red,Fearless,Blue Mask,Red Shorts,Socks,Bandages,Blue,4,4.7,3.1,9.5,6.430868167,7.5,7.6,6.0,4.0
,2713,9958,33.59,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2713,No,Grey,Fearless,None,Diaper,None,Black Gloves,Red,2,3.6,3.1,2.8,5.042864347,4.0,6.9,4.3,3.8
,2714,6477,46.03,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2714,No,Red,Bored,Mohawk,Jeans,Socks,Boxing Gloves,Red,4,4.7,6.6,7.1,4.894762604,7.5,6.9,4.3,4.0
,2715,9189,38.49,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2715,No,Grey,Bored,None,Red Shorts,None,Boxing Gloves,Red,2,3.6,6.6,2.8,6.430868167,4.0,6.9,4.3,3.8
,2716,2670,67.04,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2716,No,Brown,Laughing,Band-Aid,Diaper,Socks,Bracelets,Green,4,3.8,6.0,10.9,5.042864347,7.5,24.8,5.0,4.0
,2717,8512,40.62,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2717,No,Red,Angry,None,Red Shorts,Claws,Black Gloves,Red,3,4.7,5.1,2.8,6.430868167,7.9,6.9,4.3,2.4
,2718,9420,37.63,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2718,No,Grey,Laughing,None,Jeans,Boots,None,Yellow,2,3.6,6.0,2.8,4.894762604,5.3,3.1,8.2,3.8
,2719,8564,40.47,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2719,No,Green,Bored,None,Diaper,Boots,Bandages,Red,3,6.4,6.6,2.8,5.042864347,5.3,7.6,4.3,2.4
,2720,5046,50.06,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2720,No,Brown,Amazed,Warpaint,Robe,Socks,None,Grey,3,3.8,7.8,7.7,13.6425648,7.5,3.1,4.2,2.4
,2721,8436,40.84,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2721,No,Brown,Amazed,Mohawk,Diaper,Bandages,None,Red,3,3.8,7.8,7.1,5.042864347,7.4,3.1,4.3,2.4
,2722,8198,41.48,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2722,No,Brown,Fearless,Warpaint,Wrestling Trunks,None,None,Grey,2,3.8,3.1,7.7,11.80637544,4.0,3.1,4.2,3.8
,2723,7533,43.28,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2723,No,Grey,Laughing,Red Mask,Diaper,Socks,None,Blue,3,3.6,6.0,9.7,5.042864347,7.5,3.1,6.0,2.4
,2724,5795,47.78,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2724,No,Grey,Fearless,Blue Mask,None,Claws,Claws,Blue,3,3.6,3.1,9.5,4.27167877,7.9,11.0,6.0,2.4
,2725,7548,43.25,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2725,No,Brown,Angry,None,None,Socks,Claws,Green,2,3.8,5.1,2.8,4.27167877,7.5,11.0,5.0,3.8
,2726,7799,42.57,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2726,No,Green,Amazed,Warpaint,Jeans,None,None,Green,2,6.4,7.8,7.7,4.894762604,4.0,3.1,5.0,3.8
,2727,9714,36.17,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2727,No,Brown,Fearless,None,Jeans,Claws,Black Gloves,Red,3,3.8,3.1,2.8,4.894762604,7.9,6.9,4.3,2.4
,2728,4557,52.04,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2728,No,Grey,Angry,Coconut,None,Bandages,Bandages,Blue,3,3.6,5.1,15.6,4.27167877,7.4,7.6,6.0,2.4
,2729,5082,49.96,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2729,No,Red,Laughing,None,None,None,Bandages,Red,1,4.7,6.0,2.8,4.27167877,4.0,7.6,4.3,16.2
,2730,7622,43.05,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2730,No,Grey,Fearless,None,Wrestling Trunks,Socks,Bandages,Grey,3,3.6,3.1,2.8,11.80637544,7.5,7.6,4.2,2.4
,2731,1872,82.67,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2731,No,Brown,Scared,Blue Mask,Robe,None,Bandages,Red,3,3.8,37.5,9.5,13.6425648,4.0,7.6,4.3,2.4
,2732,1392,102.35,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2732,No,Brown,Fearless,Blue Mask,Champion Belt,Boots,None,Red,3,3.8,3.1,9.5,70.92198582,5.3,3.1,4.3,2.4
,2733,2561,68.52,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2733,No,Brown,Scared,None,Jeans,Boots,Black Gloves,Green,3,3.8,37.5,2.8,4.894762604,5.3,6.9,5.0,2.4
,2734,2232,73.84,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2734,No,Blue,Laughing,Warpaint,Red Shorts,Claws,Big Hands,Green,4,20.5,6.0,7.7,6.430868167,7.9,16.3,5.0,4.0
,2735,1128,113.61,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2735,No,Brown,Angry,None,Wrestling Trunks,Sneakers,Nunchakus,Grey,3,3.8,5.1,2.8,11.80637544,13.1,70.4,4.2,2.4
,2736,5731,48.00,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2736,No,Grey,Bored,Blue Mask,Jeans,Socks,Boxing Gloves,Green,4,3.6,6.6,9.5,4.894762604,7.5,6.9,5.0,4.0
,2737,2058,78.24,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2737,No,Brown,Fearless,Band-Aid,Jeans,Bandages,Black Gloves,Pink,4,3.8,3.1,10.9,4.894762604,7.4,6.9,37.2,4.0
,2738,2005,79.42,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2738,No,Pink,Bored,None,None,Boots,Black Gloves,Blue,2,43.7,6.6,2.8,4.27167877,5.3,6.9,6.0,3.8
,2739,1885,82.21,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2739,No,Red,Scared,Mohawk,Wrestling Trunks,Boots,Black Gloves,Green,4,4.7,37.5,7.1,11.80637544,5.3,6.9,5.0,4.0
,2740,9845,35.16,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2740,No,Grey,Fearless,Mohawk,None,Boots,None,Green,2,3.6,3.1,7.1,4.27167877,5.3,3.1,5.0,3.8
,2741,8951,39.34,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2741,No,Red,Angry,Red Mask,Jeans,Boots,None,Grey,3,4.7,5.1,9.7,4.894762604,5.3,3.1,4.2,2.4
,2742,7868,42.39,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2742,No,Brown,Angry,Red Mask,None,Boots,Boxing Gloves,Green,3,3.8,5.1,9.7,4.27167877,5.3,6.9,5.0,2.4
,2743,5831,47.71,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2743,No,Brown,Fearless,None,Red Shorts,None,None,Yellow,1,3.8,3.1,2.8,6.430868167,4.0,3.1,8.2,16.2
,2744,9365,37.84,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2744,No,Brown,Laughing,None,Jeans,Boots,None,Yellow,2,3.8,6.0,2.8,4.894762604,5.3,3.1,8.2,3.8
,2745,9621,36.73,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2745,No,Brown,Bored,None,Jeans,Bandages,None,Red,2,3.8,6.6,2.8,4.894762604,7.4,3.1,4.3,3.8
,2746,7203,44.20,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2746,No,Green,Laughing,Red Mask,Jeans,Socks,None,Red,3,6.4,6.0,9.7,4.894762604,7.5,3.1,4.3,2.4
,2747,2746,65.89,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2747,No,Grey,Fearless,Red Mask,None,Sneakers,Bracelets,Green,3,3.6,3.1,9.7,4.27167877,13.1,24.8,5.0,2.4
,2748,8536,40.55,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2748,No,Red,Laughing,None,Jeans,Claws,Bandages,Grey,3,4.7,6.0,2.8,4.894762604,7.9,7.6,4.2,2.4
,2749,4714,51.30,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2749,No,Red,Bored,None,None,Socks,None,Blue,1,4.7,6.6,2.8,4.27167877,7.5,3.1,6.0,16.2
,2750,6798,45.23,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2750,No,Brown,Bored,Mohawk,Jeans,Sneakers,None,Red,3,3.8,6.6,7.1,4.894762604,13.1,3.1,4.3,2.4
,2751,9517,37.22,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2751,No,Green,Fearless,None,Red Shorts,Bandages,None,Grey,2,6.4,3.1,2.8,6.430868167,7.4,3.1,4.2,3.8
,2752,8222,41.43,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2752,No,Red,Fearless,Blue Mask,Diaper,None,None,Yellow,2,4.7,3.1,9.5,5.042864347,4.0,3.1,8.2,3.8
,2753,8065,41.87,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2753,No,Grey,Laughing,Band-Aid,None,Boots,None,Green,2,3.6,6.0,10.9,4.27167877,5.3,3.1,5.0,3.8
,2754,2402,70.75,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2754,No,Grey,Bored,None,None,Anklet,None,Blue,1,3.6,6.6,2.8,4.27167877,28.1,3.1,6.0,16.2
,2755,9345,37.92,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2755,No,Green,Angry,None,Diaper,Bandages,None,Red,2,6.4,5.1,2.8,5.042864347,7.4,3.1,4.3,3.8
,2756,5549,48.48,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2756,No,Brown,Laughing,None,Robe,Claws,Bandages,Red,3,3.8,6.0,2.8,13.6425648,7.9,7.6,4.3,2.4
,2757,5396,48.97,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2757,No,Brown,Fearless,Blue Mask,None,None,None,Green,1,3.8,3.1,9.5,4.27167877,4.0,3.1,5.0,16.2
,2758,7683,42.88,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2758,No,Red,Fearless,None,None,Sneakers,Boxing Gloves,Grey,2,4.7,3.1,2.8,4.27167877,13.1,6.9,4.2,3.8
,2759,6357,46.31,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2759,No,Red,Fearless,Coconut,None,Socks,None,Grey,2,4.7,3.1,15.6,4.27167877,7.5,3.1,4.2,3.8
,2760,3559,57.62,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2760,No,Blue,Amazed,Warpaint,Jeans,Boots,None,Blue,3,20.5,7.8,7.7,4.894762604,5.3,3.1,6.0,2.4
,2761,1188,110.48,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2761,No,Red,Laughing,Band-Aid,Champion Belt,Socks,None,Green,3,4.7,6.0,10.9,70.92198582,7.5,3.1,5.0,2.4
,2762,2313,72.15,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2762,No,Brown,Angry,None,Red Shorts,Socks,Black Gloves,Pink,3,3.8,5.1,2.8,6.430868167,7.5,6.9,37.2,2.4
,2763,6688,45.52,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2763,No,Brown,Angry,Band-Aid,None,Claws,Black Gloves,Grey,3,3.8,5.1,10.9,4.27167877,7.9,6.9,4.2,2.4
,2764,503,146.14,Qmak8RVrMWWLEsGtTgVqUJ5a7kkouM2atjyynWT5qQCP2N/2764,No,Yellow,Angry,Red Mask,Red Shorts,Bandages,Bracelets,Blue,4,82.6,5.1,9.7,6.430868167,7.4,24.8,6.0,4.0
